name,1th_menu,name,2th_menu,name,3th_menu,name,4th_menu,ItemID,ValCheckFlag,IsCommon,VehicleType,ItemName,ItemDescription,CurValue,DefaultValue,Unit,ItemType,ItemRange,ItemDescription,Permission,,,Visibility
开发调试,13,,,,,,,3410,0,0,0,srosbag.messages,需要录制的消息,,,,str,,需要录制的消息,30,,,1
开发调试,13,,,,,,,3411,0,0,0,srosbag.compress_bag,是否对bag文件进行最终压缩,0,0,,bool,0;1,对于较大的bag文件压缩耗时较长,30,,,1
开发调试,13,,,,,,,1510,0,0,0,debug.vlog_v,vlog的等级,-10,-10,,int,"[-10, 0]",vlog的等级,20,,,1
开发调试,13,,,,,,,1511,0,0,0,debug.enable_src_debug,启用src调试模式,true,true,,enum_str,True;False,是否启用src调试模式,20,,,1
开发调试,13,,,,,,,1512,0,0,0,debug.enable_sros_native_debug,启用sros本地调试模式,false,false,,enum_str,True;False,启用sros本地调试模式,40,,,1
开发调试,13,,,,,,,1513,0,0,0,debug.enable_sh100_debug_output,是否开启sh100调试模式,false,false,,enum_str,True;False,是否开启sh100调试模式,20,,,1
开发调试,13,,,,,,,1514,0,0,0,debug.enable_svc100_debug_output,是否开启SVC100调试模式,false,false,,enum_str,True;False,是否开启SVC100调试模式,20,,,1
开发调试,13,,,,,,,1515,0,0,0,debug.data_vision_debug_timeout,数据可视化调试超时时间,600,600,s,int,,数据可视化调试超时时间,30,,,1
开发调试,13,,,,,,,1516,0,0,0,debug.enable_record_ust05_left_data,是否记录左侧ust雷达数据，每次只记录100帧,false,false,,enum_str,True;False,是否记录左侧ust雷达数据，每次只记录100帧,20,,,1
开发调试,13,,,,,,,1517,0,0,0,debug.enable_record_ust05_right_data,是否记录右侧ust雷达数据，每次只记录100帧,false,false,,enum_str,True;False,是否记录右侧ust雷达数据，每次只记录100帧,20,,,1
开发调试,13,,,,,,,1518,0,0,0,debug.enable_record_ust05_back_data,是否记录后侧ust雷达数据，每次只记录100帧,false,false,,enum_str,True;False,是否记录后侧ust雷达数据，每次只记录100帧,20,,,1
开发调试,13,,,,,,,1519,0,0,0,debug.enable_record_d435_1_data,是否记录D435_1的数据，每次只记录100帧,false,false,,enum_str,True;False,是否记录D435_1的数据，每次只记录100帧，若只有1个D435，开启该值有效,20,,,1
开发调试,13,,,,,,,1520,0,0,0,debug.enable_record_d435_2_data,是否记录D435_2的数据，每次只记录100帧,false,false,,enum_str,True;False,是否记录D435_2的数据，每次只记录100帧,20,,,1
开发调试,13,,,,,,,1521,0,0,0,debug.enable_srtos_log,是否启用SRTOS日志信息打印,FALSE,FALSE,,enum_str,True;False,是否启用SRTOS日志信息打印，把日志信息打印到SROS日志文件中,20,,,1
开发调试,13,,,,,,,1522,0,0,0,debug.enable_record_d435_3_data,是否记录D435_3的数据，每次只记录100帧,FALSE,FALSE,,enum_str,True;False,是否记录D435_3的数据，每次只记录100帧,20,,,1
开发调试,13,,,,,,,1523,0,0,0,debug.enable_record_d435_4_data,是否记录D435_4的数据，每次只记录100帧,FALSE,FALSE,,enum_str,True;False,是否记录D435_4的数据，每次只记录100帧,20,,,1
开发调试,13,,,,,,,1813,0,0,0,vision.output_debug_img,是否输出图像至sros文件夹下,false,false,,enum_str,True;False,是否输出图像至sros文件夹下,20,,,1
定位算法,11,IMU定位,51,,,,,301,0,0,0,posefilter.stamp_match_thresh,时间戳同步容差,"40,000","40,000",us,int,"40,000",匹配位姿与odo时间戳之差（us),30,,,1
定位算法,11,IMU定位,51,,,,,302,0,0,0,posefilter.y_small_err_thresh,位姿融合参数,0.02,0.02,m,float,0.02-0.04,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,303,0,0,0,posefilter.y_middle_err_thresh,位姿融合参数,1,1,m,float,0.08-1.0,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,304,0,0,0,posefilter.k_y_small_err,位姿融合参数,0.4,0.4,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,305,0,0,0,posefilter.k_y_middle_err,位姿融合参数,0.05,0.05,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,306,0,0,0,posefilter.k_y_large_err,位姿融合参数,0.05,0.05,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,307,0,0,0,posefilter.theta_small_err_thresh,位姿融合参数,0.087,0.087,rad,float,0-0.087,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,308,0,0,0,posefilter.k_theta_small_err,位姿融合参数,0.4,0.4,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,309,0,0,0,posefilter.k_theta_big_err,位姿融合参数,0.6,0.6,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,310,0,0,0,posefilter.enable_pose_fusion_flag,启用位姿融合,1,1,bool,bool,,是否使用位姿融合,30,,,1
定位算法,11,IMU定位,51,,,,,311,0,0,0,posefilter.pose_dist_error_thresh,位姿融合参数,1,1,m,float,0-2,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,312,0,0,0,posefilter.pose_angle_error_thresh,位姿融合参数,0.087,0.087,rad,float,0-0.57,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,313,0,0,0,posefilter.x_small_err_thresh,位姿融合参数,0.03,0.03,m,float,0.02-0.04,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,314,0,0,0,posefilter.x_middle_err_thresh,位姿融合参数,0.08,0.08,m,float,0.08-0.5,位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,315,0,0,0,posefilter.k_x_small_err,位姿融合参数,0.4,0.4,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,316,0,0,0,posefilter.k_x_middle_err,位姿融合参数,0.2,0.2,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,317,0,0,0,posefilter.k_x_large_err,位姿融合参数,0.05,0.05,,float,"[0, 1]",位姿融合参数,30,,,1
定位算法,11,IMU定位,51,,,,,318,0,0,0,posefilter.laser_coordx,雷达位置相对运动中心纵向距离,0.29,0.29,m,float,,雷达相对于运动中心X方向位置,20,,,1
定位算法,11,IMU定位,51,,,,,319,0,0,0,posefilter.laser_coordy,雷达位置相对于运动中心横向距离,0,0,m,float,,雷达相对于运动中心Y方向位置,20,,,1
定位算法,11,IMU定位,51,,,,,320,0,0,0,posefilter.laser_coordyaw,雷达正方向相对于运动中心正方向偏差,0,0,rad,float,,雷达相对于运动中心正方向夹角,20,,,1
定位算法,11,IMU定位,51,,,,,321,0,0,0,posefilter.pitchroll_rotateoffset,陀螺仪坐标系与雷达坐标系坐标偏差,0,0,rad,enum_int,"0,90,180,270",陀螺仪安装方向与雷达正方向夹角,20,,,1
定位算法,11,IMU定位,51,,,,,322,0,0,0,posefilter.location_type,定位类型,SLAM,SLAM,,enum_str,SLAM;LMK;PGV_IMU;VELODYNE;NAV_350,定位类型,20,,,1
定位算法,11,公共参数,13,,,,,201,0,0,0,slam.lidar_type,雷达类型,3,3,,enum,UTM30LX(0x00);LMS151(0x01);UST10LX(0x02);R2000(0x03);LMS511(0x04);TIM571(0x05);R2000UHD(0x07);VELODYNE(0x09);SIMINICS(0x0a);S300(0x0b);NANO(0x0d);DUAL_OMD(0x14);DUAL_OMD_PAVO(0x15);DUAL_PAVO(0x16);DUAL_S300(0x17);MICROSCAN3(0x1e);DUAL_SCAN3(0x1f);DUAL_NANO(0x20);DUAL_TIM571(0x21);DISABLE(0x64),雷达类型,20,,,1
定位算法,11,公共参数,13,,,,,202,0,0,0,slam.map_resolution,地图分辨率,0.02,0.02,m,float,0.02,导航与定位地图的分辨率,30,,,1
定位算法,11,公共参数,13,,,,,204,0,0,0,slam.stamp_match_thresh,时间戳同步容差,"40,000","40,000",us,int,"[20000, 50000]",雷达与odo时间戳之差（us）,30,,,1
定位算法,11,公共参数,13,,,,,205,0,0,0,slam.ini_angle_count,初始定位角度搜索范围,40,40,,int,"-180,180",初始定位时，允许的输入位姿角度与真实位姿角度之间偏差,20,,,1
定位算法,11,公共参数,13,,,,,206,0,0,0,slam.ini_distri_size,初始定位距离搜索范围,1,1,m,float,"[1.0, 2.0]",初始定位时，允许的输入位姿与真实位姿之间距离差,20,,,1
定位算法,11,公共参数,13,,,,,210,0,0,0,slam.consistent_min_err,一致性检测允许偏差,0.1,0.1,m,float,0.1,一致性检验偏差,30,,,1
定位算法,11,公共参数,13,,,,,211,0,0,0,slam.consistent_count_thresh,一致性检测错误位姿容许个数,5,5,,int,5,一致性检验位姿链长度,30,,,1
定位算法,11,公共参数,13,,,,,213,0,0,0,slam.use_pose_record,是否记录位姿数据,0,0,,bool,,是否记录位姿数据,30,,,1
定位算法,11,公共参数,13,,,,,214,0,0,0,slam.use_rt_slam_method,是否使用rt法定位,1,1,,bool,,"局部定位时，是否使用rt slam",20,,,1
定位算法,11,公共参数,13,,,,,222,0,0,0,slam.pose_percentage_thresh,初始定位雷达点与地图匹配度,0.5,0.5,,float,0.5,初始定位时，雷达点与地图匹配度极限值,20,,,1
定位算法,11,公共参数,13,,,,,223,0,0,0,slam.tilt_angle_thresh,带有倾角修正的倾角极限值,0.57,0.57,rad,float,"[0.1, 0.6]",雷达倾斜允许的极限值，超过该值，slam不计算，仅使用odo位姿,20,,,1
定位算法,11,公共参数,13,,,,,225,0,0,0,slam.use_pitchroll_correct,使用倾角修正标志位,1,1,bool,bool,,使用三维修正,20,,,1
定位算法,11,公共参数,13,,,,,226,0,0,0,slam.always_update_pose,在里程计输出0的条件下，依然输出位姿信息,0,0,,bool,,在里程计输出0的条件下，依然输出位姿信息,20,,,1
定位算法,11,公共参数,13,,,,,227,0,0,0,slam.need_endstart_loop,是否添加结束绘图优化,1,1,,bool,,是否添加结束绘图优化,30,,,1
定位算法,11,公共参数,13,,,,,228,0,0,0,slam.realtime_update_map,是否开启实时更新地图逻辑,1,1,,bool,,是否开启实时更新地图逻辑,30,,,1
定位算法,11,公共参数,13,,,,,229,0,0,0,slam.realtime_update_max_dist,开启实时更新后最远更新距离,15,15,m,float,"[8.0, 30.0]",开启实时更新后最远更新距离,30,,,1
定位算法,11,公共参数,13,,,,,230,0,0,0,slam.record_dm_code_info,指定记录语义信息,false,false,,enum_str,False;LIDAR;DOWN_CAMERA;FORWARD_CAMERA;BACKWARD_CAMERA,"是否记录语义信息(上位机开发完成录制功能后,该参数弃用)",20,,,1
定位算法,11,公共参数,49,,,,,231,0,0,0,slam.min_save_code_info_size,二维码最少扫描次数,5,5,,int,"[5,100]",二维码最少扫描次数,30,,,1
定位算法,11,公共参数,49,,,,,232,0,0,0,slam.dm_code_enable_dist_offset,检测到二维码后多长范围内保持二维码定位信息,4,4,m,float,"[1.0, 10.0]",检测到二维码后多长范围内保持二维码定位信息,30,,,1
定位算法,11,公共参数,49,,,,,233,0,0,0,slam.dm_code_enable_angle_offset,检测到二维码后多少角度范围内保持二维码定位信息,1.5707,1.5707,rad,float,"[0.05, 3.1415]",开启实时更新后最远更新距离,30,,,1
定位算法,11,公共参数,49,,,,,234,0,0,0,slam.dm_code_delta_dist_to_location,检测到当前二维码位姿与定位位姿偏差允许范围,5,5,m,float,"[0.0, 100.0]",检测到当前二维码位姿与定位位姿偏差允许范围,30,,,1
定位算法,11,信标,52,,,,,235,0,0,0,slam.delete_free_feature,是否允许自主删除信标,1,1,,bool,,是否允许自主删除信标,30,,,1
定位算法,11,二维码定融合定位,51,,,,,236,0,0,0,slam.enable_dm_slam_fusion,是否允许slam与二维码融合定位,1,1,,bool,,"是否允许slam与二维码融合定位,如果不允许将使用里程计定位",30,,,1
定位算法,11,二维码定融合定位,51,,,,,237,0,0,0,slam.enable_dm_code_valid_check,是否使能定位时二维码识别检测,1,1,,bool,,"是否使能定位时二维码识别检测,如果允许连续多个码检测不到报定位出错",30,,,1
定位算法,11,二维码定融合定位,51,,,,,238,0,0,0,slam.max_invalid_count_thresh,定位时允许连续检测不到二维码最大个数,5,5,,int,"[2,100]",定位时允许连续检测不到二维码最大个数,30,,,1
定位算法,11,二维码定融合定位,51,,,,,239,0,1,0,slam.enable_dm_code_location,是否开启二维码融合定位,false,false,,enum_str,True;False,是否开启二维码融合定位,30,,,1
定位算法,11,公共参数,13,,,,,250,0,0,0,slam.location_layer,"定位图层一般为图层0,如非部署人员,请勿操作",0,0,,enum,DEFAULT(0x00);LAYER1(0x01);LAYER2(0x02),"定位图层一般为图层0,如非部署人员,请勿操作",30,,,1
定位算法,11,公共参数,13,,,,,901,0,1,0,main.auto_start_location,启用开机自动定位,true,true,,enum_str,True;False,是否启用开机自动定位(以上次关机时的位置作为初始位姿),20,,,1
定位算法,11,公共参数,13,,,,,952,0,0,0,main.auto_start_location_delay,延时启动定位的时间间隔,0,0,s,int,"[0, 100]",延时启动定位的时间间隔,20,,,1
定位算法,11,公共参数,13,,,,,962,0,0,0,main.auto_start_location_by_station_no,开机时通过站点强制定位,0,0,,int,"[0, 255]",开机时通过站点强制定位，0表示不开启，应用于只有一个点能正常定位的情况。每次将车推到对于的站点掉电重启即可完成定位,20,,,1
定位算法,11,特征信息,53,,,,,251,0,0,0,slam.use_scan_to_alignment,使用scan点云特征数据做对接(信标；角特征等),true,true,,enum_str,True;False,使用scan点云特征做对接,30,,,1
定位算法,11,特征信息,53,,,,,252,0,0,0,slam.use_up_camera_to_alignment,使用上视图像特征信息做对接,false,false,,enum_str,True;False,使用上视图像特征信息做对接,30,,,1
定位算法,11,特征信息,53,,,,,253,0,0,0,slam.use_down_camera_to_alignment,使用下视图像特征信息做对接,false,false,,enum_str,True;False,使用下视图像特征信息做对接,30,,,1
定位算法,11,特征信息,53,,,,,254,0,0,0,slam.use_forward_camera_to_alignment,使用前视图像特征信息做对接,true,true,,enum_str,True;False,使用前视图像特征信息做对接,30,,,1
定位算法,11,特征信息,53,,,,,255,0,0,0,slam.use_backward_camera_to_alignment,使用后视图像特征信息做对接,true,true,,enum_str,True;False,使用后视图像特征信息做对接,30,,,1
定位算法,11,特征信息,53,,,,,256,0,0,0,slam.use_left_camera_to_alignment,使用左视图像特征信息做对接,true,true,,enum_str,True;False,使用左视图像特征信息做对接,30,,,1
定位算法,11,特征信息,53,,,,,257,0,0,0,slam.use_right_camera_to_alignment,使用右视图像特征信息做对接,true,true,,enum_str,True;False,使用右视图像特征信息做对接,30,,,1
定位算法,11,信标,52,,,,,260,0,0,0,slam.corridor_breakPt_dist_err,BreakPoint噪点过滤距离,0.03,0.03,m,float,,信标宽度不可小于此距离,30,,,1
定位算法,11,信标,52,,,,,261,0,0,0,slam.corridor_single_beacon_feature,长走廊信标宽度,0.1;0.05;,0.1;0.05;,m,str,,用于长走廊约束的信标宽度,30,,,1
定位算法,11,信标,52,,,,,262,0,0,0,slam.corridor_landmark_code_feature,长走廊信标编码特征,"0.1,0.53,0.1;","0.1,0.53,0.1;",m,str,,使用信标组合编码特征,30,,,1
定位算法,11,信标,52,,,,,263,0,0,0,slam.corridor_beacon_feature_err,信标宽度误差,0.03,0.03,m,float,,信标宽度算法测量允许误差,30,,,1
定位算法,11,信标,52,,,,,264,0,0,0,slam.corridor_beacon_lenght_err,编码特征总长度误差,0.2,0.2,m,float,,编码特征总长度算法测量允许误差,30,,,1
底盘配置,6,动作控制,24,,,,,5501,0,0,0,ac.sr_ac_proj_type_t,搭载平台模组类型,0,0,,enum,Null(0x00);SRL(0x01);SRT(0x02);SRF(0x03);ATS(0x04);OTH(0xff),0x00无模组;0x01顶升旋转模组;0x02辊筒传输模组;0x03叉车模组;0x04智能仓储模组;0xff其他模组,20,,,1
底盘配置,6,动作控制,24,,,,,5502,0,0,0,ac.sr_action_num,非标项目编号,0,0,,int,"[0, 255]",项目编码,20,,,1
底盘配置,6,动作控制,24,,,,,5503,0,0,0,ac.sr_action_log_print,日志打印功能,0,0,,enum,FALSE;TRUE,"0x00 日志打印关闭;0x01 日志打印开启",20,,,1
底盘配置,6,动作控制,24,,,,,5504,0,0,0,ac.pgv_down_type_t,下视PGV类型,0,0,,enum,PGV_DOWN_NULL;PGV_DOWN_PEPPERL;PGV_DOWN_SVC,"0x00 无下视PGV;0x01  倍加福PGV;0x02 自研SVC",20,,,1
底盘配置,6,动作控制,24,,,,,5505,0,0,0,ac.sr_ac_motor_type_t,电机类型,0,0,,enum,KINCO;DELTA;BECKHOFF,"0x00 步科伺服电机;0x01 台达伺服电机;0x02 倍福伺服电机",20,,,1
底盘配置,6,动作控制,24,,,,,5506,0,0,0,ac.chassis_tune_type_t,底盘矫正类型,0,0,,enum,Y_YAW_TUNE;X_YAW_TUNE;X_Y_YAW_TUNE,"0x00 二坐标矫正(Y+角度);0x01  二坐标矫正(X+角度);0x02 三坐标矫正(X+Y+角度)",20,,,1
底盘配置,6,动作控制,24,,,,,5507,0,0,0,ac.chassis_tune_ways_type_t,底盘矫正方式,0,0,,enum,TUNE_QR;TUNE_ODO;TUNE_QR_ODO,"0x00 二维码矫正;0x01 ODO矫正;0x02 融合矫正",20,,,1
底盘配置,6,动作控制,24,,,,,5508,0,0,0,ac.sr_action_reserve0,动作控制器备用参数0,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5509,0,0,0,ac.sr_action_reserve1,动作控制器备用参数1,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5510,0,0,0,ac.sr_action_reserve2,动作控制器备用参数2,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5511,0,0,0,ac.sr_action_reserve3,动作控制器备用参数3,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5512,0,0,0,ac.sr_action_reserve4,动作控制器备用参数4,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5513,0,0,0,ac.sr_action_reserve5,动作控制器备用参数5,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5514,0,0,0,ac.sr_action_reserve6,动作控制器备用参数6,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5515,0,0,0,ac.sr_action_reserve7,动作控制器备用参数7,0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5516,0,0,0,ac.srl_type_t,旋转牵引顶升模组类型,0,0,,enum,SRL_EXIST_ROTATE_PGV(0x00);SRL_UNEXIST_ROTATE_PGV(0x01);SRL_EXIST_PGV_UNEXIST_ROTATE(0x02);SRL_UNEXIST_PGV_EXIST_ROTATE(0x03),0x00存在旋转模组及PGV;0x01不存在旋转模组及PGV;0x02存在PGV不存在旋转模组;0x03不存PGV存在旋转模组,20,,,1
底盘配置,6,动作控制,24,,,,,5517,0,0,0,ac.srl_correct_mode_type_t,执行4.1.0矫正模式选择,0,0,,enum,SRL_CORRECT_NULL(0x00);SRL_CORRECT_STATION_DIR(0x01);SRL_CORRECT_STATION_0(0x02);SRL_CORRECT_STATION_180(0x03),0x00AGV对位完成直接顶起料车;0x01AGV对位完成顶起料车后，并携带料车到站点当前站点方向;0x02AGV对位完成参考点选择二维码0度为参考点方向;0x03AGV对位完成参考点选择二维码180度为参考点方向,20,,,1
底盘配置,6,动作控制,24,,,,,5518,0,0,0,ac.srl_rotate_sync_coefficient,转盘同步跟随系数,100,100,,int,"[100, 200]",取值范围100-200(1.00~2.00倍),20,,,1
底盘配置,6,动作控制,24,,,,,5519,0,0,0,ac.srl_jacking_height_set,顶升上限高度设定,50,50,,int,"[1, 100]",1-100mm,20,,,1
底盘配置,6,动作控制,24,,,,,5520,0,0,0,ac.srl_jacking_motor_gear_numerator,顶升电机齿轮比-分子,250,250,,int,"[-1000,1000]",(±号为电机方向),20,,,1
底盘配置,6,动作控制,24,,,,,5521,0,0,0,ac.srl_jacking_motor_gear_denominator,顶升电机齿轮比-分母,1000,1000,,int,"[1,10000]",电机齿轮比分母,20,,,1
底盘配置,6,动作控制,24,,,,,5522,0,0,0,ac.srl_rotate_motor_gear_numerator,旋转电机齿轮比-分子,250,250,,int,"[-1000,1000]",(±号为电机方向),20,,,1
底盘配置,6,动作控制,24,,,,,5523,0,0,0,ac.srl_rotate_motor_gear_denominator,旋转电机齿轮比-分母,1,1,,int,"[1,10000]",电机齿轮比分母,20,,,1
底盘配置,6,动作控制,24,,,,,5524,0,0,0,ac.srl_jacking_motor_speed_limit_max,顶升电机最大速度限定,2000,2000,RPM,int,"[100,3000]",100-3000rpm,20,,,1
底盘配置,6,动作控制,24,,,,,5525,0,0,0,ac.srl_rotate_motor_speed_limit_max,旋转电机最大速度限定,2000,2000,RPM,int,"[100,3000]",100-3000rpm,20,,,1
底盘配置,6,动作控制,24,,,,,5526,0,0,0,ac.srl_correct_times_set,"底盘矫正次数限定  3+，超出则报警",3,3,,int,"[0,10]","矫正次数限定 <= 10times",20,,,1
底盘配置,6,动作控制,24,,,,,5527,0,0,0,ac.srl_rotate_correct_angle_area_set,转盘同步后矫正角度值范围限定,5,5,,int,"[0,100]","0.0~10.0度   (0~100)",20,,,1
底盘配置,6,动作控制,24,,,,,5528,0,0,0,ac.srl_barcode_lost_time,二维码数据丢失时间设定,3000,3000,,int,"[2000,10000]","(3~10s)  (3000-10000ms)",20,,,1
底盘配置,6,动作控制,24,,,,,5529,0,0,0,ac.srl_reserve0,"SRL 保留位1",0,0,,int,,SRL模组保留参数配置,20,,,1
底盘配置,6,动作控制,24,,,,,5530,0,0,0,ac.srl_reserve1,"SRL 保留位2",0,0,,int,,SRL模组保留参数配置,20,,,1
底盘配置,6,动作控制,24,,,,,5531,0,0,0,ac.srl_reserve2,"SRL 保留位3",0,0,,int,,SRL模组保留参数配置,20,,,1
底盘配置,6,动作控制,24,,,,,5532,0,0,0,ac.srt_type_t,"滚筒模组定义(11,12,13,14,21,22,23,…,99)",11,11,,int,"[11,99]",辊筒类型(例如11十位表示1单层，个位表示1单列),20,,,1
底盘配置,6,动作控制,24,,,,,5533,0,0,0,ac.srt_roller_stop_way_type_t,"取料时辊筒停止方式0x00 立即停",0,1,,enum,SRT_IMMEDIATE_STOP(0x00);SRT_DELAY_STOP(0x01),"0x00 立即停;0x01 延时停",20,,,1
底盘配置,6,动作控制,24,,,,,5534,0,0,0,ac.srt_roller_in_delay_time_set,辊筒延时停止时间设定(取料),0,0,,int,"[0,5000]",0~5000ms,20,,,1
底盘配置,6,动作控制,24,,,,,5535,0,0,0,ac.srt_roller_out_delay_time_set,辊筒延时停止时间设定(放料),3000,3000,,int,"[3000,15000]",3~15s,20,,,1
底盘配置,6,动作控制,24,,,,,5536,0,0,0,ac.srt_roller_entrance_block_num,辊筒入口处阻挡块数量(0-4),0,0,,int,"[0,4]",表示阻挡机构个数，出入口以上下料方向为依据，设置为0表明没有阻挡,20,,,1
底盘配置,6,动作控制,24,,,,,5537,0,0,0,ac.srt_roller_dms_module_num,辊筒对接光通信数量,1,1,,int,"[0,4]",设置为0表明没有光通信,20,,,1
底盘配置,6,动作控制,24,,,,,5538,0,0,0,ac.srt_dms_protocol_type_t,辊筒光通信协议类型,0,0,,int,"[0,255]",为0表明无光通信协议,20,,,1
底盘配置,6,动作控制,24,,,,,5539,0,0,0,ac.srt_material_type_1_sensor,1#材料对应的光电开关,12,12,,int,"[011,999]",设置为11表明检测光电仅为1#光电,20,,,1
底盘配置,6,动作控制,24,,,,,5540,0,0,0,ac.srt_material_type_2_sensor,2#材料对应的光电开关,12,12,,int,"[011,999]",设置为22表明检测光电仅为2#光电,20,,,1
底盘配置,6,动作控制,24,,,,,5541,0,0,0,ac.srt_material_type_3_sensor,3#材料对应的光电开关,12,12,,int,"[011,999]",设置为33表明检测光电仅为3#光电,20,,,1
底盘配置,6,动作控制,24,,,,,5542,0,0,0,ac.srt_material_type_4_sensor,4#材料对应的光电开关,12,12,,int,"[011,999]","设置为12表明检测光电仅为1# 2#光电",20,,,1
底盘配置,6,动作控制,24,,,,,5543,0,0,0,ac.srt_material_type_5_sensor,5#材料对应的光电开关,12,12,,int,"[011,999]","设置为13表明检测光电仅为1# 3#光电",20,,,1
底盘配置,6,动作控制,24,,,,,5544,0,0,0,ac.srt_material_type_6_sensor,6#材料对应的光电开关,12,12,,int,"[011,999]","设置为23表明检测光电仅为2# 3#光电",20,,,1
底盘配置,6,动作控制,24,,,,,5545,0,0,0,ac.srt_reserve1,"SRT 保留位1",0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5546,0,0,0,ac.srt_reserve2,"SRT 保留位2",0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5547,0,0,0,ac.srt_reserve3,"SRT 保留位3",0,0,,int,"[-32767,32767]",,20,,,1
底盘配置,6,动作控制,24,,,,,5548,0,0,0,ac.ats_type_t,仓储类型,1,1,,enum,ATS_TYPE_NULL(0);ATS_TYPE_ATS(1);ATS_TYPE_ICT(2);ATS_TYPE_ATS_ICT(2),"0x00 不做定义;0x01 智能仓储;0x02  钢网搬运;0x03 智能仓储+钢网搬运",20,,,1
底盘配置,6,动作控制,24,,,,,5549,0,0,0,ac.ats_lift_up_set,取料时，叉子进入后抬叉高度设定,35,35,mm,int,"[10,100]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5550,0,0,0,ac.ats_lift_down_set,放料时，叉子下降的高度值设定,35,35,mm,int,"[10,100]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5551,0,0,0,ac.ats_lift_motor_gear_numerator,升降电机齿轮比-分子,1,1,,int,"[-1000,1000]",(±号为电机方向),20,,,1
底盘配置,6,动作控制,24,,,,,5552,0,0,0,ac.ats_lift_motor_gear_denominator,升降电机齿轮比-分母,1,1,,int,"[1,10000]",电机齿轮比分母,20,,,1
底盘配置,6,动作控制,24,,,,,5553,0,0,0,ac.ats_telescopic_motor_gear_numerator,伸缩电机齿轮比-分子,1,1,,int,"[-1000,1000]",(±号为电机方向),20,,,1
底盘配置,6,动作控制,24,,,,,5554,0,0,0,ac.ats_telescopic_motor_gear_denominator,伸缩电机齿轮比-分母,1,1,,int,"[1,10000]",电机齿轮比分母,20,,,1
底盘配置,6,动作控制,24,,,,,5555,0,0,0,ac.ats_hight_max_set,货叉上升高度最大值限定,1750,1750,mm,int,"[10,1800]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5556,0,0,0,ac.ats_fork_speed_max,货叉移动最大速度设定,1000,500,mm,int,"[100,2500]",单位rpm,20,,,1
底盘配置,6,动作控制,24,,,,,5557,0,0,0,ac.ats_telescopic_dist_max_set,货叉伸缩距离最大值限定,700,710,mm,int,"[10,750]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5558,0,0,0,ac.ats_telescopic_speed_max,货叉伸缩最大速度设定,300,500,mm,int,"[100,2500]",单位rpm,20,,,1
底盘配置,6,动作控制,24,,,,,5559,0,0,0,ac.ats_recognition_material_dist_in,取料时识别物料的距离,480,480,mm,int,"[100,750]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5560,0,0,0,ac.ats_material_dist_out,放料时伸出物料的距离,680,680,mm,int,"[100,750]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5561,0,0,0,ac.ats_layer_hight,堆码垛层高设定,690,690,mm,int,"[100,1000]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5562,0,0,0,ac.ats_layer_mumber,层数设定,3,3,,int,"[1,30]",单位mm,20,,,1
底盘配置,6,动作控制,24,,,,,5563,0,0,0,ac.ats_base_layer_hight,基础层高设定,320,320,mm,int,"[0,500]","第一层的离地高度 单位mm",20,,,1
